unitid,year,instatetuition,costs,faculty,white_cohortsize
119173,1992,10830,19,58,29
119173,1993,11690,22,52,39
119173,1994,12899,25,75,26
119173,1995,13812,28,72,30
119173,1996,14014,30,65,30
119173,1997,14716,30,76,44
119173,1998,15452,27,82,43
119173,1999,16776,30,76,26
119173,2000,17036,31,75,33
119173,2001,17888,34,75,38
119173,2002,18782,33,55,21
119173,2003,19722,36,71,40
119173,2004,20708,38,70,33
119173,2005,22054,40,74,46
119173,2006,23380,46,77,26
119173,2007,24550,46,81,20
119173,2008,26280,48,83,21
119173,2009,27840,54,90,17
119173,2010,29232,54,95,29
120184,1991,10165,10,55,32
120184,1992,11015,11,57,32
120184,1993,11750,13,59,39
120184,1994,NA,15,61,33
120184,1995,13535,17,60,42
120184,1996,14400,18,60,40
120184,1997,14976,16,62,41
120184,1998,15576,18,63,40
120184,1999,16200,18,66,38
120184,2000,16850,20,61,49
120184,2001,18200,22,57,29
120184,2002,19110,23,51,43
120184,2003,20050,23,57,70
120184,2004,21350,23,52,78
120184,2005,22520,26,50,50
120184,2006,23650,26,53,59
120184,2007,24450,27,54,30
120184,2008,25300,28,54,32
120184,2009,26830,27,55,26
120184,2010,28200,27,59,31
121309,1991,8058,29,92,243
121309,1992,8838,28,91,317
121309,1993,9542,32,94,361
121309,1994,10310,30,100,356
121309,1995,10880,37,101,405
121309,1996,11824,39,100,445
121309,1997,12464,33,108,424
121309,1998,12650,36,109,499
121309,1999,13186,41,117,520
121309,2000,13900,43,120,457
121309,2001,14800,47,124,478
121309,2002,15760,49,128,459
121309,2003,18000,53,134,455
121309,2004,19040,58,135,425
121309,2005,20200,61,139,446
121309,2006,21620,64,145,412
121309,2007,23200,70,151,420
121309,2008,24580,74,146,425
121309,2009,25300,75,154,390
121309,2010,26500,74,142,409
121345,1991,14800,51,145,209
121345,1992,15700,48,160,212
121345,1993,16720,50,161,205
121345,1994,17720,51,162,196
121345,1995,18600,53,154,209
121345,1996,19530,59,154,190
121345,1997,20500,54,152,210
121345,1998,21420,58,161,211
121345,1999,22940,61,155,224
121345,2000,23910,68,156,238
121345,2001,24750,73,157,234
121345,2002,25730,79,168,224
121345,2003,26890,81,174,208
121345,2004,28100,85,181,204
121345,2005,29650,92,190,186
121345,2006,31580,97,197,185
121345,2007,33635,107,204,173
121345,2008,35318,117,199,174
121345,2009,36710,122,200,166
121345,2010,38087,119,200,191
122409,1991,936,227,1018,1325
122409,1992,1500,227,940,947
122409,1993,1674,224,909,842
122409,1994,1853,218,904,1068
122409,1995,1891,232,894,1238
122409,1996,1935,239,891,1234
122409,1997,1932,259,904,1347
122409,1998,1784,270,907,1419
122409,1999,0,455,934,1433
122409,2000,0,491,984,1441
122409,2001,0,552,1035,1694
122409,2002,0,358,1042,1890
122409,2003,0,376,977,1859
122409,2004,0,375,886,1905
122409,2005,0,380,931,1807
122409,2006,0,409,964,2158
122409,2007,0,442,959,2312
122409,2008,0,461,966,1577
122409,2009,0,485,900,1389
122409,2010,0,448,849,1332
122436,1991,11440,87,254,645
122436,1992,12240,95,263,636
122436,1993,12970,101,265,619
122436,1994,13700,107,264,583
122436,1995,14320,114,271,674
122436,1996,14960,113,274,734
122436,1997,15780,118,283,736
122436,1998,16470,104,288,719
122436,1999,17780,100,294,726
122436,2000,19020,126,305,745
122436,2001,20350,140,316,677
122436,2002,21880,159,328,732
122436,2003,23410,172,341,726
122436,2004,24860,186,340,830
122436,2005,26350,202,359,760
122436,2006,30480,217,363,702
122436,2007,32300,228,367,654
122436,2008,34000,240,369,810
122436,2009,35870,250,381,645
122436,2010,36950,249,393,729
122597,1991,936,173,807,308
122597,1992,1444,177,727,276
122597,1993,1674,177,709,263
122597,1994,1853,191,709,290
122597,1995,1891,213,728,349
122597,1996,1935,221,760,393
122597,1997,1978,260,767,380
122597,1998,1884,270,772,413
122597,1999,0,270,793,491
122597,2000,0,321,781,474
122597,2001,0,330,769,477
122597,2002,0,318,784,510
122597,2003,0,334,792,685
122597,2004,0,349,767,843
122597,2005,0,363,775,981
122597,2006,0,372,787,1019
122597,2007,0,401,845,1118
122597,2008,0,431,860,1157
122597,2009,0,437,852,1182
122597,2010,0,425,803,1049
122612,1991,11040,76,240,227
122612,1992,11816,91,261,219
122612,1993,12578,99,262,208
122612,1994,13326,112,270,206
122612,1995,14108,115,284,196
122612,1996,14920,118,290,214
122612,1997,15850,130,303,210
122612,1998,16630,134,303,249
122612,1999,17710,142,332,328
122612,2000,18860,151,321,315
122612,2001,20190,137,310,357
122612,2002,21660,151,326,303
122612,2003,23220,160,345,351
122612,2004,24800,176,344,358
122612,2005,26680,186,348,372
122612,2006,28420,196,367,417
122612,2007,30840,209,371,428
122612,2008,33160,227,380,439
122612,2009,34430,242,386,416
122612,2010,36000,241,394,413
122931,1991,11271,100,317,620
122931,1992,12150,104,326,552
122931,1993,12879,114,324,492
122931,1994,13584,121,333,495
122931,1995,14604,126,322,580
122931,1996,15450,135,344,618
122931,1997,16455,116,359,592
122931,1998,17442,123,369,588
122931,1999,19095,129,399,649
122931,2000,20337,140,405,601
122931,2001,22572,153,411,597
122931,2002,23925,166,413,694
122931,2003,25365,176,416,566
122931,2004,27135,185,423,693
122931,2005,28899,192,447,699
122931,2006,30900,202,474,655
122931,2007,33000,216,506,548
122931,2008,34950,233,512,471
122931,2009,36000,251,434,412
122931,2010,37368,253,448,639
123554,1991,11036,42,123,292
123554,1992,11966,43,135,324
123554,1993,12636,49,135,301
123554,1994,13332,52,152,326
123554,1995,14250,55,160,326
123554,1996,15098,53,155,317
123554,1997,15880,52,164,388
123554,1998,16809,55,172,386
123554,1999,17340,59,175,404
123554,2000,18120,62,178,388
123554,2001,19390,67,182,344
123554,2002,20750,72,185,389
123554,2003,23640,81,199,327
123554,2004,25000,88,198,299
123554,2005,27130,91,197,347
123554,2006,28900,88,200,299
123554,2007,30930,93,207,342
123554,2008,33100,99,207,326
123554,2009,33760,103,202,254
123554,2010,35280,100,189,308
123572,1991,936,57,260,459
123572,1992,1474,59,241,407
123572,1993,1674,57,233,355
123572,1994,1853,56,230,413
123572,1995,1891,61,238,459
123572,1996,1935,65,243,538
123572,1997,2110,75,234,586
123572,1998,2082,72,249,545
123572,1999,0,83,243,551
123572,2000,0,110,248,705
123572,2001,0,118,254,691
123572,2002,0,124,254,825
123572,2003,0,132,267,918
123572,2004,0,146,240,778
123572,2005,0,141,263,719
123572,2006,0,142,266,985
123572,2007,0,153,273,1150
123572,2008,0,148,274,1136
123572,2009,0,150,272,913
123572,2010,0,143,254,878
126562,1991,1808,63,347,128
126562,1992,1917,66,355,131
126562,1993,1955,75,368,131
126562,1994,2045,77,374,134
126562,1995,2098,81,374,124
126562,1996,2183,88,382,229
126562,1997,2191,94,411,231
126562,1998,2255,100,392,202
126562,1999,2068,107,417,253
126562,2000,2298,114,423,271
126562,2001,2934,128,429,287
126562,2002,2752,131,509,356
126562,2003,3028,118,465,380
126562,2004,3300,118,450,414
126562,2005,4224,831,616,435
126562,2006,4330,906,637,514
126562,2007,5054,984,639,565
126562,2008,5484,1067,705,597
126562,2009,5712,1161,755,524
126562,2010,6216,1198,816,522
126580,1991,2044,33,156,270
126580,1992,2167,35,159,241
126580,1993,2225,36,161,252
126580,1994,2327,37,187,223
126580,1995,2375,38,181,283
126580,1996,2439,39,180,295
126580,1997,2681,45,208,400
126580,1998,2681,52,219,500
126580,1999,2234,123,206,524
126580,2000,2690,58,214,551
126580,2001,2864,64,222,596
126580,2002,3154,75,259,658
126580,2003,3026,71,251,694
126580,2004,3296,76,266,726
126580,2005,3966,82,296,737
126580,2006,4054,83,247,693
126580,2007,4338,91,263,676
126580,2008,4464,103,305,815
126580,2009,4680,109,317,742
126580,2010,5016,118,317,798
126614,1991,3066,376,909,2666
126614,1992,2560,416,1024,2818
126614,1993,2574,440,1081,2656
126614,1994,2699,465,1074,2798
126614,1995,2770,473,1093,3359
126614,1996,2840,501,1084,3224
126614,1997,2939,526,1063,3456
126614,1998,3038,575,1094,3483
126614,1999,2444,576,1076,3768
126614,2000,2514,639,1076,4131
126614,2001,2614,662,1076,3899
126614,2002,2776,671,1127,4294
126614,2003,3192,692,1105,4461
126614,2004,3480,711,1108,4025
126614,2005,4446,768,1115,3977
126614,2006,4554,790,1166,4416
126614,2007,5418,836,1223,4405
126614,2008,5922,875,1368,4568
126614,2009,6446,941,1395,4285
126614,2010,7018,994,1385,4000
126818,1991,2362,311,935,1773
126818,1992,2511,334,937,1872
126818,1993,2558,338,926,1803
126818,1994,2701,369,935,1911
126818,1995,2771,393,935,2155
126818,1996,2847,411,948,2299
126818,1997,2925,418,939,2230
126818,1998,2986,475,919,2590
126818,1999,2340,467,921,2642
126818,2000,2408,503,927,2710
126818,2001,2502,516,934,3112
126818,2002,2655,583,898,3159
126818,2003,2908,602,1088,3142
126818,2004,2940,603,1099,3412
126818,2005,3381,586,1099,2994
126818,2006,3466,622,1122,3136
126818,2007,4040,662,1136,3659
126818,2008,4424,738,1184,3479
126818,2009,4822,782,1175,3303
126818,2010,5256,777,1175,3339
127060,1991,12990,107,375,396
127060,1992,13572,114,374,425
127060,1993,14472,122,378,438
127060,1994,15300,131,387,452
127060,1995,16056,143,389,506
127060,1996,16848,155,402,515
127060,1997,17640,149,403,495
127060,1998,18468,149,405,598
127060,1999,18936,157,402,671
127060,2000,20052,181,413,764
127060,2001,21456,201,425,749
127060,2002,22680,209,439,803
127060,2003,24264,227,440,850
127060,2004,25956,245,463,924
127060,2005,27756,261,488,895
127060,2006,29628,279,534,900
127060,2007,31428,292,574,727
127060,2008,32976,312,586,796
127060,2009,34596,325,612,829
127060,2010,35604,327,635,866
127185,1991,1550,26,167,731
127185,1992,1701,28,170,785
127185,1993,1777,32,165,851
127185,1994,1857,34,173,701
127185,1995,1904,35,174,777
127185,1996,2050,37,165,890
127185,1997,2084,38,175,797
127185,1998,2110,41,174,722
127185,1999,1676,46,175,728
127185,2000,1724,45,178,674
127185,2001,1792,49,181,702
127185,2002,1902,48,177,730
127185,2003,2020,51,176,622
127185,2004,2270,47,185,645
127185,2005,4862,51,190,580
127185,2006,5102,51,174,518
127185,2007,5138,54,171,565
127185,2008,2846,57,175,475
127185,2009,3102,60,183,515
127185,2010,3380,60,167,552
127565,1991,1483,62,362,1004
127565,1992,1709,69,372,905
127565,1993,1749,70,370,968
127565,1994,1729,71,368,878
127565,1995,1850,75,385,801
127565,1996,1942,80,364,891
127565,1997,1976,87,376,1016
127565,1998,2033,92,381,935
127565,1999,1718,98,386,989
127565,2000,1768,98,416,950
127565,2001,1893,106,446,1087
127565,2002,1925,102,489,1143
127565,2003,2021,107,392,1209
127565,2004,2044,103,395,1242
127565,2005,2191,107,431,1201
127565,2006,2246,107,458,1014
127565,2007,2432,116,500,1287
127565,2008,2615,124,516,1218
127565,2009,2850,134,509,1168
127565,2010,3107,140,517,1086
127741,1991,1926,89,458,1365
127741,1992,2027,94,447,1168
127741,1993,2114,94,467,1372
127741,1994,2227,102,462,1312
127741,1995,2408,104,463,1456
127741,1996,2542,114,445,1365
127741,1997,2578,112,445,1543
127741,1998,2652,116,452,1825
127741,1999,2014,123,461,1892
127741,2000,2072,128,444,1748
127741,2001,2155,132,427,1740
127741,2002,2290,126,452,1622
127741,2003,2520,128,410,1747
127741,2004,2850,127,412,1906
127741,2005,3192,130,400,1987
127741,2006,3276,146,446,1950
127741,2007,3600,146,438,1722
127741,2008,3942,157,458,1613
127741,2009,4296,168,488,1696
127741,2010,4680,183,498,1537
128106,1991,1725,33,171,386
128106,1992,1833,34,164,433
128106,1993,1878,38,170,466
128106,1994,1968,40,168,418
128106,1995,2080,44,175,377
128106,1996,2149,46,168,381
128106,1997,2186,46,171,369
128106,1998,2219,48,164,350
128106,1999,1808,71,165,391
128106,2000,1860,50,161,392
128106,2001,1940,51,158,353
128106,2002,2060,50,160,383
128106,2003,1873,48,161,422
128106,2004,2524,48,158,454
128106,2005,2903,49,160,382
128106,2006,2975,51,168,349
128106,2007,3184,51,155,314
128106,2008,3422,55,177,517
128106,2009,3732,66,180,521
128106,2010,4068,66,180,486
128744,1991,12774,62,152,81
128744,1992,12880,42,91,3
128744,1993,12905,33,90,37
128744,1994,13124,35,80,53
128744,1995,13124,41,83,37
128744,1996,13144,37,83,25
128744,1997,13644,31,88,49
128744,1998,14041,32,99,30
128744,1999,13800,35,94,42
128744,2000,14150,35,89,45
128744,2001,14720,36,84,20
128744,2002,15604,37,86,48
128744,2003,17008,44,87,67
128744,2004,18300,38,88,62
128744,2005,19200,41,89,78
128744,2006,20250,47,102,72
128744,2007,21150,54,114,70
128744,2008,22500,66,117,72
128744,2009,23400,73,125,75
128744,2010,24300,73,120,93
128771,1991,2414,62,396,914
128771,1992,2804,65,383,801
128771,1993,2976,67,390,714
128771,1994,3140,75,381,852
128771,1995,3266,75,387,843
128771,1996,3542,74,367,886
128771,1997,3614,82,354,948
128771,1998,3670,98,377,1063
128771,1999,2062,106,379,932
128771,2000,2142,120,385,1001
128771,2001,2226,118,391,975
128771,2002,2314,135,400,1188
128771,2003,2648,150,395,906
128771,2004,2862,164,409,977
128771,2005,3034,209,416,1050
128771,2006,3187,176,417,1008
128771,2007,3346,186,432,1154
128771,2008,3514,198,434,992
128771,2009,3742,210,433,940
128771,2010,4023,198,440,1031
129020,1991,3402,324,1093,2381
129020,1992,3902,362,1045,2197
129020,1993,4290,360,1044,1670
129020,1994,4712,356,1103,1490
129020,1995,4810,454,1068,1558
129020,1996,4974,447,1025,1643
129020,1997,5242,431,962,1663
129020,1998,5330,444,1014,1907
129020,1999,4158,488,1043,2256
129020,2000,4282,537,1039,2112
129020,2001,4448,577,1036,1979
129020,2002,4730,620,1068,2382
129020,2003,5260,676,1017,2402
129020,2004,5772,716,1109,2402
129020,2005,6096,812,1187,2212
129020,2006,6456,835,1202,2074
129020,2007,6816,863,1233,2012
129020,2008,7200,937,1254,2208
129020,2009,7632,1762,1296,2125
129020,2010,8064,1764,1312,2284
129242,1991,12920,60,190,672
129242,1992,13720,65,188,780
129242,1993,14560,71,192,677
129242,1994,NA,75,200,708
129242,1995,16340,79,199,681
129242,1996,17360,84,199,765
129242,1997,18310,73,202,781
129242,1998,19210,76,202,749
129242,1999,20000,80,206,756
129242,2000,21000,85,214,908
129242,2001,22430,95,222,697
129242,2002,24100,106,219,708
129242,2003,26100,113,219,692
129242,2004,27930,119,221,784
129242,2005,29730,126,225,742
129242,2006,31450,130,238,614
129242,2007,33340,140,239,619
129242,2008,35510,156,252,536
129242,2009,36900,156,253,540
129242,2010,38450,156,250,627
129941,1991,9600,30,149,208
129941,1992,9870,32,152,194
129941,1993,10180,34,152,171
129941,1994,10800,35,156,188
129941,1995,11450,31,154,247
129941,1996,12110,42,157,229
129941,1997,13100,42,152,207
129941,1998,13800,45,158,236
129941,1999,14250,40,159,194
129941,2000,15210,41,165,242
129941,2001,16200,44,171,283
129941,2002,18800,46,168,374
129941,2003,20150,53,178,467
129941,2004,21120,58,169,437
129941,2005,22380,61,162,503
129941,2006,24000,75,169,513
129941,2007,25380,81,182,498
129941,2008,27000,94,183,686
129941,2009,28250,107,200,486
129941,2010,29500,118,207,189
130253,1991,8970,24,103,356
130253,1992,9740,30,108,375
130253,1993,10550,35,111,400
130253,1994,11420,41,116,476
130253,1995,12100,48,128,550
130253,1996,12714,48,127,534
130253,1997,13435,48,130,546
130253,1998,13972,52,137,618
130253,1999,14670,56,144,621
130253,2000,15404,63,148,749
130253,2001,16328,69,153,696
130253,2002,19260,72,160,752
130253,2003,20220,79,165,734
130253,2004,21990,82,181,786
130253,2005,23750,94,182,821
130253,2006,25300,103,189,846
130253,2007,26950,106,199,850
130253,2008,28790,114,212,788
130253,2009,30090,121,201,681
130253,2010,31224,119,217,690
130314,1991,10400,14,70,79
130314,1992,11000,15,71,89
130314,1993,11600,14,66,78
130314,1994,12200,15,77,100
130314,1995,13020,19,74,134
130314,1996,13800,21,72,125
130314,1997,14490,18,73,131
130314,1998,15070,20,74,117
130314,1999,15900,21,76,101
130314,2000,16930,23,75,137
130314,2001,17869,25,74,95
130314,2002,19110,28,77,124
130314,2003,20350,30,78,127
130314,2004,21370,32,75,116
130314,2005,22225,32,77,149
130314,2006,22890,33,78,96
130314,2007,24040,34,79,34
130314,2008,25240,36,76,134
130314,2009,26502,39,78,112
130314,2010,27580,41,96,141
130493,1991,2199,60,404,806
130493,1992,2646,62,397,754
130493,1993,2838,67,389,868
130493,1994,3032,71,382,749
130493,1995,3128,79,382,665
130493,1996,3474,70,374,720
130493,1997,3568,79,343,789
130493,1998,3716,82,381,808
130493,1999,2124,102,388,877
130493,2000,2142,114,394,945
130493,2001,2226,120,401,1015
130493,2002,2314,130,402,895
130493,2003,2648,132,396,944
130493,2004,3010,131,403,1035
130493,2005,3034,161,403,958
130493,2006,3187,167,409,1069
130493,2007,3346,179,438,951
130493,2008,3514,192,449,928
130493,2009,3742,203,407,909
130493,2010,4023,188,424,862
130590,1991,16740,52,145,401
130590,1992,17620,56,143,385
130590,1993,17950,60,146,398
130590,1994,18810,64,149,383
130590,1995,19690,65,142,411
130590,1996,21410,71,151,405
130590,1997,22470,71,150,377
130590,1998,23570,78,151,362
130590,1999,23730,85,166,389
130590,2000,24660,93,181,349
130590,2001,25880,97,196,344
130590,2002,27170,105,201,349
130590,2003,28740,109,191,335
130590,2004,30380,113,201,302
130590,2005,32000,118,189,358
130590,2006,33440,114,180,397
130590,2007,35110,120,179,382
130590,2008,36864,129,196,355
130590,2009,38900,128,206,398
130590,2010,40410,129,193,387
130697,1991,16250,82,255,435
130697,1992,17190,85,252,449
130697,1993,18150,92,254,474
130697,1994,19130,94,244,505
130697,1995,20820,101,241,484
130697,1996,21910,109,246,503
130697,1997,22980,106,252,463
130697,1998,24050,112,259,463
130697,1999,24330,116,263,499
130697,2000,25380,123,287,447
130697,2001,26290,130,311,465
130697,2002,27474,140,311,444
130697,2003,29784,147,329,431
130697,2004,31436,159,322,428
130697,2005,32976,161,325,422
130697,2006,34630,166,333,448
130697,2007,36536,167,325,451
130697,2008,38364,177,328,366
130697,2009,39822,187,330,380
130697,2010,41814,174,339,446
130776,1991,2361,30,180,288
130776,1992,2910,29,183,275
130776,1993,2900,32,178,417
130776,1994,3060,34,189,404
130776,1995,3168,38,187,336
130776,1996,3528,36,181,383
130776,1997,3626,41,174,495
130776,1998,3626,43,175,479
130776,1999,2062,49,178,525
130776,2000,2142,59,183,591
130776,2001,2226,47,189,617
130776,2002,2314,74,188,582
130776,2003,2648,75,186,630
130776,2004,3010,76,196,624
130776,2005,3034,95,197,617
130776,2006,3187,120,200,655
130776,2007,3346,106,212,701
130776,2008,3514,107,221,700
130776,2009,3742,110,218,761
130776,2010,4023,110,228,653
130794,1991,16300,745,773,800
130794,1992,17500,799,755,805
130794,1993,18630,837,767,696
130794,1994,19840,895,770,724
130794,1995,21000,934,765,773
130794,1996,22200,983,772,767
130794,1997,23100,995,758,701
130794,1998,23780,1066,777,656
130794,1999,24500,1136,814,736
130794,2000,25220,1283,845,693
130794,2001,26100,1334,877,645
130794,2002,27130,1426,893,661
130794,2003,28400,1543,1044,695
130794,2004,29820,1675,1037,650
130794,2005,31460,1786,1038,624
130794,2006,33030,1963,1081,628
130794,2007,34530,2108,1079,697
130794,2008,35300,2314,1129,638
130794,2009,36500,2493,1164,667
130794,2010,38300,2572,1152,665
130934,1991,1546,32,158,103
130934,1992,1788,36,185,107
130934,1993,1966,37,176,103
130934,1994,2132,43,175,95
130934,1995,2250,46,168,53
130934,1996,2636,47,173,63
130934,1997,2810,49,175,60
130934,1998,2974,53,177,48
130934,1999,3096,58,184,67
130934,2000,3290,63,179,70
130934,2001,3422,64,174,55
130934,2002,3956,60,182,64
130934,2003,3996,63,194,53
130934,2004,4646,67,179,62
130934,2005,5480,74,177,53
130934,2006,5366,80,166,66
130934,2007,5366,92,184,58
130934,2008,5701,102,193,44
130934,2009,5701,107,190,57
130934,2010,5901,99,198,57
130943,1991,3520,316,972,2948
130943,1992,3722,333,960,2695
